Product	Product information				One-to-one comparison					Source			Individual analyte levels reported																			Additional information		Supporting fields for one-to-one comparison			DRI	
	Category	Country	Reported packaging type	Sample size (n)	Summarized findings (ng/serving)	Compounds tested	Phthalates (ng/serving)	Phthalate substitutes (ng/serving)	Bisphenols (ng/serving)	Author	Title	Published	Reporting format	Mean DBP (ng/g)	Mean BBP (ng/g)	Mean DEHP (ng/g)	Mean DINP (ng/g)	Mean DIDP (ng/g)	Mean DMP (ng/g)	Mean DEP (ng/g)	Mean DIBP (ng/g)	Mean DNHP (ng/g)	Mean DCHP (ng/g)	Mean DNOP (ng/g)	Mean DIDA (ng/g)	Mean DEHA (ng/g)	Mean DINCH (ng/g)	Mean DEHT (ng/g)	Mean BPA (ng/g)	Mean BPS (ng/g)	Mean BPF (ng/g)	Serving size (g)	Notes	Phthalates (n)	Phthalate substitutes (n)	Bisphenols (n)	Created	Reviewed
Sparus aurata from Chebba Coast - Farms	Seafood	Tunisia	N/A	2	132,938 ng/serving for 5 phthalates 37,500 ng/serving for 1 phthalate substitutes 150 ng/serving for 1 bisphenols	Phthalates: DBP, BBP, DEHP, DINP, DIDP Bisphenols: BPA Phthalate substitutes: DINCH	132,938	37,500	150	Beltifa et al. 	Plasticizers and bisphenol A, in packaged foods sold in the Tunisian markets	2017	direct measurement	<10	<250	<12.5	<750	<750	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	<500	N/A	<2	N/A	N/A	150	This paper reported 100-10,000x higher LOQs than other papers in this database.	5	1	1	Chandhana	Richel
Sparus aurata from Chebba Coast - Wild 	Seafood	Tunisia	N/A	2	132,938 ng/serving for 5 phthalates 37,500 ng/serving for 1 phthalate substitutes 150 ng/serving for 1 bisphenols	Phthalates: DBP, BBP, DEHP, DINP, DIDP Bisphenols: BPA Phthalate substitutes: DINCH	132,938	37,500	150	Beltifa et al. 	Plasticizers and bisphenol A, in packaged foods sold in the Tunisian markets	2017	direct measurement	<10	<250	<12.5	<750	<750	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	<500	N/A	<2	N/A	N/A	150	This paper reported 100-10,000x higher LOQs than other papers in this database.	5	1	1	Chandhana	Richel
Bottled water	Beverages	China	N/A	1	14 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	14	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	0.05	0.00	0	N/A	N/A	0.00	0.00	0.01	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		9	0	0	Richel	Chandhana
Soft drinks	Beverages	China	N/A	12	3,031 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	3,031	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	2.06	0.07	8	N/A	N/A	0.43	1.15	0.92	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		9	0	0	Richel	Chandhana
Wine and beer	Beverages	China	N/A	4	33,896 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	33,896	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	156.00	0.00	4	N/A	N/A	26.00	0.12	39.80	0.05	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	150		9	0	0	Richel	Chandhana
Condiments	Condiments	China	N/A	10	973 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	973	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	38.00	0.28	3	N/A	N/A	2.91	1.88	18.80	0.01	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15		9	0	0	Richel	Chandhana
Cheese (infant)	Dairy	China	N/A	1	7,290 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	7,290	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	39.60	1.49	134	N/A	N/A	6.82	1.92	59.10	0.08	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30		9	0	0	Richel	Chandhana
Milk or beverage	Dairy	China	N/A	10	21,319 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	21,319	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	41.20	0.04	29	N/A	N/A	6.18	0.50	11.90	0.01	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		9	0	0	Richel	Chandhana
Cooking oil	Oil	China	N/A	3	1,350 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	1,350	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	9.40	10.70	60	N/A	N/A	1.72	0.01	7.20	0.00	0	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15		9	0	0	Richel	Chandhana
Sausage (infant)	Processed food	China	N/A	1	4,418 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	4,418	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	5.24	0.00	54	N/A	N/A	0.00	2.50	9.90	0.00	0	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	60		9	0	0	Richel	Chandhana
Fresh meat	Meat and poultry	China	N/A	3	13,873 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	13,873	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	6.91	0.00	108	N/A	N/A	1.20	1.72	17.90	0.00	0	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	100		9	0	0	Richel	Chandhana
Sausage	Processed food	China	N/A	2	6,798 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	6,798	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	10.80	1.13	90	N/A	N/A	0.62	1.58	8.72	0.45	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	60		9	0	0	Richel	Chandhana
Seafood	Seafood	China	N/A	3	19,005 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	19,005	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	5.96	0.00	78	N/A	N/A	0.71	3.23	24.80	14.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	150		9	0	0	Richel	Chandhana
Bean powder	Processed food	China	N/A	1	2,933 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	2,933	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	21.20	13.00	0	N/A	N/A	1.20	0.97	2.71	0.03	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75		9	0	0	Richel	Chandhana
Rice	Grain	China	N/A	3	14,982 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	14,982	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	35.30	0.21	137	N/A	N/A	0.18	0.77	26.30	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75		9	0	0	Richel	Chandhana
Flour or noodle	Grain	China	N/A	6	19,562 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	19,562	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	54.50	0.09	135	N/A	N/A	1.03	1.51	68.70	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75		9	0	0	Richel	Chandhana
Instant noodle	Processed food	China	N/A	5	44,501 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	44,501	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	23.90	0.41	118	N/A	N/A	22.70	5.60	76.60	0.02	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	180		9	0	0	Richel	Chandhana
Cookies, cakes	Processed food	China	N/A	6	12,799 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	12,799	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	138.00	3.75	189	N/A	N/A	23.50	1.17	71.20	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30		9	0	0	Richel	Chandhana
Green tea	Beverages	China	N/A	1	154,814 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	154,814	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	79.30	3.58	452	N/A	N/A	0.22	2.96	107.00	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		9	0	0	Richel	Chandhana
Coffee powder	Beverages	China	N/A	1	348 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	348	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	direct measurement	14.40	0.00	0	N/A	N/A	0.29	0.00	8.49	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15		9	0	0	Richel	Chandhana
Salted egg	Egg	China	N/A	2	828 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	828	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	2.12	0.58	2	N/A	N/A	8.33	0.79	2.74	0.00	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50		9	0	0	Richel	Chandhana
Candy	Processed food	China	N/A	3	3,612 ng/serving for 9 phthalates	Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP	3,612	0	0	Guo et al.	Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure	2012	mean	27.80	0.86	57	N/A	N/A	7.59	1.51	25.60	0.03	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30		9	0	0	Richel	Chandhana
Cow 1758 hand milked	Dairy	Norway	Glass bottles; PTFE lids	1	2,400 ng/serving for 1 phthalates	Phthalates: DEHP	2,400	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1699 hand milked	Dairy	Norway	Glass bottles; PTFE lids	1	600 ng/serving for 1 phthalates	Phthalates: DEHP	600	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	<5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 hand milked (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	600 ng/serving for 1 phthalates	Phthalates: DEHP	600	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	<5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 hand milked (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	600 ng/serving for 1 phthalates	Phthalates: DEHP	600	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	<5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1758 central chamber	Dairy	Norway	Glass bottles; PTFE lids	1	6,000 ng/serving for 1 phthalates	Phthalates: DEHP	6,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1699 central chamber	Dairy	Norway	Glass bottles; PTFE lids	1	13,200 ng/serving for 1 phthalates	Phthalates: DEHP	13,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 central chamber (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	9,600 ng/serving for 1 phthalates	Phthalates: DEHP	9,600	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	40	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 central chamber (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	2,400 ng/serving for 1 phthalates	Phthalates: DEHP	2,400	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1758 Alfa-Laval (new tubing)	Dairy	Norway	Glass bottles; PTFE lids	1	12,000 ng/serving for 1 phthalates	Phthalates: DEHP	12,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	50	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1699 Alfa-Laval (new tubing)	Dairy	Norway	Glass bottles; PTFE lids	1	22,800 ng/serving for 1 phthalates	Phthalates: DEHP	22,800	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	95	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 Alfa-Laval (old tubing) (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	30,000 ng/serving for 1 phthalates	Phthalates: DEHP	30,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	125	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Cow 1706 Alfa-Laval (old tubing) (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	9,600 ng/serving for 1 phthalates	Phthalates: DEHP	9,600	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	40	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank common to 1706 and others (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	13,200 ng/serving for 1 phthalates	Phthalates: DEHP	13,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank common to 1706 and others (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	19,200 ng/serving for 1 phthalates	Phthalates: DEHP	19,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	80	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank 2 Erland system (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	7,200 ng/serving for 1 phthalates	Phthalates: DEHP	7,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	30	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank 2 Erland system (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	7,200 ng/serving for 1 phthalates	Phthalates: DEHP	7,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	30	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank 3 Alfa Laval Triovac system (sample 1)	Dairy	Norway	Glass bottles; PTFE lids	1	13,200 ng/serving for 1 phthalates	Phthalates: DEHP	13,200	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Collecting tank 3 Alfa Laval Triovac system (sample 2)	Dairy	Norway	Glass bottles; PTFE lids	1	12,000 ng/serving for 1 phthalates	Phthalates: DEHP	12,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	50	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Norwegian retail pasteurized skimmed milk (sample 1)	Dairy	Norway	Carton	1	4,800 ng/serving for 1 phthalates	Phthalates: DEHP	4,800	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Norwegian retail pasteurized skimmed milk (sample 2)	Dairy	Norway	Carton	1	6,000 ng/serving for 1 phthalates	Phthalates: DEHP	6,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
UK retail pasteurized full milk	Dairy	UK	Carton	1	8,400 ng/serving for 1 phthalates	Phthalates: DEHP	8,400	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	35	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Norwegian homogenised, pasteurized cream (sample 1)	Dairy	Norway	Carton	1	288,000 ng/serving for 1 phthalates	Phthalates: DEHP	288,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	1200	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Norwegian homogenised, pasteurized cream (sample 2)	Dairy	Norway	Carton	1	336,000 ng/serving for 1 phthalates	Phthalates: DEHP	336,000	0	0	Castle et al.	Migration of plasticizer from poly(vinyl chloride) milk tubing	1990	direct measurement	N/A	N/A	1400	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	240		1	0	0	Richel	Chandhana
Honey Sample A	Condiments	Italy	N/A	1	10 ng/serving for 6 phthalates 1 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	10	0	1	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.080	N/A	0.200	N/A	N/A	0.000	0.000	0.020	N/A	N/A	0.200	N/A	N/A	N/A	N/A	0.060	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample B	Condiments	Italy	N/A	1	3 ng/serving for 6 phthalates 3 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	3	0	3	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.000	N/A	0.100	N/A	N/A	0.030	0.020	0.000	N/A	N/A	0.020	N/A	N/A	N/A	N/A	0.150	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample C	Condiments	Italy	N/A	1	143 ng/serving for 6 phthalates 0 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	143	0	0	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.260	N/A	0.840	N/A	N/A	0.040	5.050	0.260	N/A	N/A	0.720	N/A	N/A	N/A	N/A	0.020	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample D	Condiments	Italy	N/A	1	12 ng/serving for 6 phthalates 1 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	12	0	1	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.050	N/A	0.300	N/A	N/A	0.000	0.000	0.050	N/A	N/A	0.180	N/A	N/A	N/A	N/A	0.040	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample E	Condiments	Italy	N/A	1	0 ng/serving for 6 phthalates 4 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	0	0	4	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.000	N/A	0.000	N/A	N/A	0.000	0.000	0.000	N/A	N/A	0.000	N/A	N/A	N/A	N/A	0.190	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample F	Condiments	Italy	N/A	1	9 ng/serving for 6 phthalates 5 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	9	0	5	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.050	N/A	0.190	N/A	N/A	0.000	0.000	0.010	N/A	N/A	0.210	N/A	N/A	N/A	N/A	0.270	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample B Heated	Condiments	Italy	N/A	1	4 ng/serving for 6 phthalates 11 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	4	0	11	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.000	N/A	0.180	N/A	N/A	0.000	0.000	0.000	N/A	N/A	0.040	N/A	N/A	N/A	N/A	0.540	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample C Heated	Condiments	Italy	N/A	1	143 ng/serving for 6 phthalates 0 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	143	0	0	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.280	N/A	0.840	N/A	N/A	0.000	5.050	0.260	N/A	N/A	0.720	N/A	N/A	N/A	N/A	0.020	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample D Heated	Condiments	Italy	N/A	1	21 ng/serving for 6 phthalates 5 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	21	0	5	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.000	N/A	0.360	N/A	N/A	0.000	0.710	0.000	N/A	N/A	0.000	N/A	N/A	N/A	N/A	0.260	N/A	N/A	20		6	0	1	Richel	Chandhana
Honey Sample E Heated	Condiments	Italy	N/A	1	10 ng/serving for 6 phthalates 4 ng/serving for 1 bisphenols	Phthalates: DBP, DEHP, DMP, DEP, DIBP, DNOP  Bisphenols: BPA	10	0	4	Notardonato et al.	Analytical Scheme for Simultaneous Determination of Phthalates and Bisphenol A in Honey Samples Based on Dispersive Liquid–Liquid Microextraction Followed by GC-IT/MS. Effect of the Thermal Stress on PAE/BP-A Levels	2020	direct measurement	0.030	N/A	0.240	N/A	N/A	0.000	0.000	0.020	N/A	N/A	0.200	N/A	N/A	N/A	N/A	0.190	N/A	N/A	20		6	0	1	Richel	Chandhana
